,Name,Week_1_Touches,Week_2_Touches,Week_3_Touches,Week_4_Touches,Week_5_Touches,Week_6_Touches,Week_7_Touches,Week_8_Touches,Week_9_Touches,Week_10_Touches,Week_11_Touches,Week_12_Touches,Week_13_Touches,Week_14_Touches,Week_15_Touches,Week_16_Touches,Week_17_Touches,TOTAL_TOUCHES,AVG_TOUCHES,TOTAL_TOUCHDOWNS,Week_1_Receptions,Week_2_Receptions,Week_3_Receptions,Week_4_Receptions,Week_5_Receptions,Week_6_Receptions,Week_7_Receptions,Week_8_Receptions,Week_9_Receptions,Week_10_Receptions,Week_11_Receptions,Week_12_Receptions,Week_13_Receptions,Week_14_Receptions,Week_15_Receptions,Week_16_Receptions,Week_17_Receptions,TOTAL_RECEPTIONS,AVG_RECEPTIONS,RECEIVING_TOUCHDOWNS,Week_1_Carries,Week_2_Carries,Week_3_Carries,Week_4_Carries,Week_5_Carries,Week_6_Carries,Week_7_Carries,Week_8_Carries,Week_9_Carries,Week_10_Carries,Week_11_Carries,Week_12_Carries,Week_13_Carries,Week_14_Carries,Week_15_Carries,Week_16_Carries,Week_17_Carries,TOTAL_CARRIES,AVG_CARRIES,RUSHING_TOUCHDOWNS,CARRIES_PCT,Week_1_Snaps,Week_2_Snaps,Week_3_Snaps,Week_4_Snaps,Week_5_Snaps,Week_6_Snaps,Week_7_Snaps,Week_8_Snaps,Week_9_Snaps,Week_10_Snaps,Week_11_Snaps,Week_12_Snaps,Week_13_Snaps,Week_14_Snaps,Week_15_Snaps,Week_16_Snaps,Week_17_Snaps,TOTAL_SNAPS,AVG_SNAPS,SNAP_PCT,Week_1_Targets,Week_2_Targets,Week_3_Targets,Week_4_Targets,Week_5_Targets,Week_6_Targets,Week_7_Targets,Week_8_Targets,Week_9_Targets,Week_10_Targets,Week_11_Targets,Week_12_Targets,Week_13_Targets,Week_14_Targets,Week_15_Targets,Week_16_Targets,Week_17_Targets,TOTAL_TARGETS,AVG_TARGETS,TARGET_PCT,CATCH_PCT,Week_1_RZ_Carries,Week_2_RZ_Carries,Week_3_RZ_Carries,Week_4_RZ_Carries,Week_5_RZ_Carries,Week_6_RZ_Carries,Week_7_RZ_Carries,Week_8_RZ_Carries,Week_9_RZ_Carries,Week_10_RZ_Carries,Week_11_RZ_Carries,Week_12_RZ_Carries,Week_13_RZ_Carries,Week_14_RZ_Carries,Week_15_RZ_Carries,Week_16_RZ_Carries,Week_17_RZ_Carries,TOTAL_RZ_CARRIES,AVG_RZ_CARRIES,Week_1_RZ_Touches,Week_2_RZ_Touches,Week_3_RZ_Touches,Week_4_RZ_Touches,Week_5_RZ_Touches,Week_6_RZ_Touches,Week_7_RZ_Touches,Week_8_RZ_Touches,Week_9_RZ_Touches,Week_10_RZ_Touches,Week_11_RZ_Touches,Week_12_RZ_Touches,Week_13_RZ_Touches,Week_14_RZ_Touches,Week_15_RZ_Touches,Week_16_RZ_Touches,Week_17_RZ_Touches,TOTAL_RZ_TOUCHES,AVG_RZ_TOUCHES,Week_1_RZ_Targets,Week_2_RZ_Targets,Week_3_RZ_Targets,Week_4_RZ_Targets,Week_5_RZ_Targets,Week_6_RZ_Targets,Week_7_RZ_Targets,Week_8_RZ_Targets,Week_9_RZ_Targets,Week_10_RZ_Targets,Week_11_RZ_Targets,Week_12_RZ_Targets,Week_13_RZ_Targets,Week_14_RZ_Targets,Week_15_RZ_Targets,Week_16_RZ_Targets,Week_17_RZ_Targets,TOTAL_RZ_TARGETS,AVG_RZ_TARGETS,Week_1_RZ_Receptions,Week_2_RZ_Receptions,Week_3_RZ_Receptions,Week_4_RZ_Receptions,Week_5_RZ_Receptions,Week_6_RZ_Receptions,Week_7_RZ_Receptions,Week_8_RZ_Receptions,Week_9_RZ_Receptions,Week_10_RZ_Receptions,Week_11_RZ_Receptions,Week_12_RZ_Receptions,Week_13_RZ_Receptions,Week_14_RZ_Receptions,Week_15_RZ_Receptions,Week_16_RZ_Receptions,Week_17_RZ_Receptions,TOTAL_RZ_RECEPTIONS,AVG_RZ_RECEPTIONS
10,Jonathan Taylor,23.0,16.0,11.0,19.0,18.0,15.0,21.0,19.0,21.0,27.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,245.0,20.4,16.0,6.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,16.0,17.0,15.0,10.0,16.0,15.0,14.0,18.0,16.0,19.0,21.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,209.0,17.4,14.0,71.82,42.0,30.0,29.0,36.0,36.0,31.0,47.0,59.0,43.0,54.0,57.0,49.0,0.0,0.0,0.0,0.0,0.0,513.0,42.0,63.8,7.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,43.0,3.6,10.7,83.7,5.0,7.0,1.0,6.0,6.0,4.0,6.0,3.0,7.0,6.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,66.0,5.5,6.0,7.0,1.0,6.0,6.0,4.0,6.0,3.0,7.0,8.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,69.0,5.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2
11,Jamaal Williams,17.0,10.0,14.0,14.0,15.0,5.0,12.0,0.0,0.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,114.0,12.7,2.0,8.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,21.0,2.3,2.0,9.0,7.0,12.0,14.0,13.0,4.0,12.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,93.0,10.3,2.0,38.11,32.0,22.0,31.0,21.0,22.0,19.0,20.0,0.0,0.0,0.0,13.0,31.0,0.0,0.0,0.0,0.0,0.0,211.0,23.0,29.6,9.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,2.6,6.0,91.3,1.0,2.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.7,1.0,2.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Austin Ekeler,15.0,18.0,17.0,18.0,22.0,10.0,0.0,17.0,20.0,14.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,186.0,16.9,14.0,0.0,9.0,6.0,3.0,5.0,4.0,0.0,6.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,51.0,4.6,14.0,15.0,9.0,11.0,15.0,17.0,6.0,0.0,11.0,17.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,135.0,12.3,7.0,68.88,47.0,45.0,49.0,45.0,53.0,34.0,0.0,45.0,46.0,42.0,53.0,48.0,0.0,0.0,0.0,0.0,0.0,507.0,46.0,66.8,0.0,9.0,6.0,5.0,5.0,7.0,0.0,10.0,3.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,15.0,77.3,7.0,0.0,3.0,2.0,6.0,1.0,0.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,2.8,7.0,1.0,4.0,3.0,7.0,1.0,0.0,5.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,3.8,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1.2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0
13,Cordarrelle Patterson,9.0,12.0,13.0,11.0,21.0,0.0,16.0,14.0,15.0,5.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,134.0,13.4,9.0,2.0,5.0,6.0,5.0,7.0,0.0,2.0,5.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,4.1,9.0,7.0,7.0,7.0,6.0,14.0,0.0,14.0,9.0,9.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,93.0,9.3,4.0,41.15,24.0,24.0,26.0,23.0,46.0,0.0,46.0,32.0,33.0,15.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,298.0,29.0,42.4,2.0,7.0,7.0,6.0,9.0,0.0,5.0,5.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,52.0,5.2,13.3,78.8,1.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,1.6,1.0,4.0,0.0,3.0,3.0,0.0,5.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,2.4,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8
14,Myles Gaskin,14.0,9.0,16.0,2.0,15.0,7.0,19.0,15.0,26.0,15.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,182.0,15.2,7.0,5.0,4.0,3.0,0.0,10.0,2.0,4.0,3.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,3.6,7.0,9.0,5.0,13.0,2.0,5.0,5.0,15.0,12.0,20.0,14.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,139.0,11.6,3.0,48.77,29.0,45.0,43.0,12.0,37.0,25.0,46.0,40.0,54.0,42.0,53.0,37.0,0.0,0.0,0.0,0.0,0.0,463.0,38.0,56.5,5.0,5.0,6.0,0.0,10.0,6.0,4.0,4.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,4.5,11.7,79.6,1.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,3.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,2.5,1.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,4.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,35.0,2.9,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4
15,Melvin Gordon III,14.0,15.0,19.0,11.0,11.0,13.0,10.0,13.0,23.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,157.0,14.3,7.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,7.0,11.0,13.0,18.0,9.0,9.0,10.0,8.0,10.0,21.0,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,135.0,12.3,5.0,52.94,33.0,41.0,36.0,30.0,36.0,43.0,29.0,30.0,41.0,25.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,370.0,33.0,52.5,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,2.7,8.2,73.3,0.0,4.0,6.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,2.4,0.0,5.0,6.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,2.8,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5
16,Tevin Coleman,9.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,53.0,7.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,9.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,46.0,6.6,0.0,21.4,17.0,7.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,17.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,107.0,15.0,14.2,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,1.4,2.4,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3
17,Boston Scott,0.0,0.0,2.0,0.0,0.0,0.0,8.0,12.0,10.0,13.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,70.0,5.8,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,10.0,11.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,61.0,5.1,4.0,25.1,0.0,0.0,4.0,0.0,0.0,0.0,23.0,29.0,25.0,20.0,29.0,34.0,0.0,0.0,0.0,0.0,0.0,164.0,13.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,3.4,75.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Devonta Freeman,0.0,2.0,3.0,1.0,4.0,9.0,7.0,0.0,15.0,13.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,93.0,9.3,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1.8,4.0,0.0,2.0,3.0,1.0,1.0,9.0,4.0,0.0,13.0,10.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,75.0,7.5,3.0,34.56,0.0,10.0,9.0,6.0,20.0,21.0,29.0,0.0,57.0,42.0,47.0,40.0,0.0,0.0,0.0,0.0,0.0,281.0,28.0,37.2,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.3,5.9,78.3,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,1.3,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,1.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4
19,Javonte Williams,15.0,14.0,15.0,10.0,11.0,14.0,10.0,11.0,17.0,10.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,144.0,13.1,3.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,2.5,3.0,14.0,13.0,12.0,7.0,8.0,11.0,4.0,9.0,17.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,117.0,10.6,2.0,45.88,33.0,28.0,27.0,31.0,25.0,38.0,21.0,23.0,37.0,33.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,332.0,30.0,47.1,1.0,1.0,4.0,3.0,3.0,3.0,7.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,9.0,81.8,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,1.6,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4
20,Saquon Barkley,11.0,15.0,22.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,97.0,13.9,3.0,1.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,3.4,3.0,10.0,13.0,16.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,73.0,10.4,2.0,39.04,29.0,58.0,60.0,56.0,6.0,0.0,0.0,0.0,0.0,0.0,36.0,52.0,0.0,0.0,0.0,0.0,0.0,297.0,42.0,41.7,3.0,3.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,31.0,4.4,7.9,77.4,1.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.6,1.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Dalvin Cook,26.0,24.0,0.0,11.0,0.0,31.0,0.0,18.0,20.0,27.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,198.0,22.0,4.0,6.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,20.0,22.0,0.0,9.0,0.0,29.0,0.0,18.0,17.0,24.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,171.0,19.0,4.0,65.52,59.0,47.0,0.0,33.0,0.0,66.0,0.0,47.0,43.0,65.0,53.0,29.0,0.0,0.0,0.0,0.0,0.0,442.0,49.0,57.7,7.0,3.0,0.0,6.0,0.0,2.0,0.0,2.0,3.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,39.0,4.3,9.5,69.2,2.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,7.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,4.1,2.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,7.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,4.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2
22,Devin Singletary,14.0,15.0,12.0,15.0,7.0,10.0,0.0,8.0,13.0,8.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,124.0,11.3,2.0,3.0,2.0,1.0,1.0,1.0,5.0,0.0,1.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,2.4,2.0,11.0,13.0,11.0,14.0,6.0,5.0,0.0,7.0,6.0,7.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,98.0,8.9,2.0,50.52,64.0,43.0,34.0,32.0,15.0,35.0,0.0,25.0,48.0,22.0,21.0,45.0,0.0,0.0,0.0,0.0,0.0,384.0,34.0,50.9,5.0,3.0,2.0,1.0,2.0,5.0,0.0,1.0,8.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,7.9,78.8,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,1.3,2.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,1.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3
23,Tony Jones Jr.,12.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7,0.0,11.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,38.0,6.3,0.0,11.69,22.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,87.0,14.0,24.3,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.7,66.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
24,Ezekiel Elliott,13.0,18.0,20.0,20.0,23.0,24.0,0.0,20.0,13.0,17.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,198.0,18.0,9.0,2.0,2.0,3.0,0.0,2.0,7.0,0.0,4.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,3.5,9.0,11.0,16.0,17.0,20.0,21.0,17.0,0.0,16.0,10.0,14.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,160.0,14.5,8.0,59.48,70.0,44.0,54.0,46.0,47.0,63.0,0.0,55.0,33.0,38.0,46.0,47.0,0.0,0.0,0.0,0.0,0.0,543.0,49.0,67.6,2.0,2.0,3.0,1.0,3.0,9.0,0.0,6.0,3.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,46.0,4.2,10.9,82.6,1.0,3.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,2.7,3.0,3.0,8.0,3.0,7.0,4.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,3.5,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8
25,Rex Burkhead,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,45.0,4.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,37.0,3.7,1.0,30.83,10.0,11.0,8.0,3.0,0.0,5.0,4.0,30.0,21.0,0.0,27.0,35.0,0.0,0.0,0.0,0.0,0.0,154.0,15.0,22.6,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,1.1,3.2,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
